Image_id,bounding_id,image_path,crop_file_path,x1,y1,x2,y2,species,score,box_num,user
obs_102691691_photo_171703626,obs_102691691_photo_171703626_1,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,7.226630688,17.39331055,1356.330933,2030.39917,Egregia menziesii,0.625257194,1,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_1,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,7.226630688,17.39331055,1356.330933,2030.39917,Alaria marginata,0.106858775,1,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_1,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,7.226630688,17.39331055,1356.330933,2030.39917,Alaria crispa,0.030739833,1,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_1,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,7.226630688,17.39331055,1356.330933,2030.39917,Alaria praelonga,0.029076813,1,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_1,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,7.226630688,17.39331055,1356.330933,2030.39917,Alaria nana,0.028763063,1,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_2,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,7.821037292,13.68383789,1356.844971,2031.877686,Egregia menziesii,0.531426966,2,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_2,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,7.821037292,13.68383789,1356.844971,2031.877686,Alaria marginata,0.12830472,2,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_2,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,7.821037292,13.68383789,1356.844971,2031.877686,Alaria nana,0.044044215,2,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_2,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,7.821037292,13.68383789,1356.844971,2031.877686,Alaria crispa,0.038327053,2,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_2,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,7.821037292,13.68383789,1356.844971,2031.877686,Alaria praelonga,0.034948602,2,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_3,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box3.jpg,302.9903564,493.7856445,1186.851196,1660.19043,Egregia menziesii,0.758642018,3,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_3,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box3.jpg,302.9903564,493.7856445,1186.851196,1660.19043,Marginariella urvilliana,0.042358831,3,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_3,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box3.jpg,302.9903564,493.7856445,1186.851196,1660.19043,Marginariella boryana,0.042315871,3,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_3,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box3.jpg,302.9903564,493.7856445,1186.851196,1660.19043,Alaria marginata,0.02706909,3,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_3,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box3.jpg,302.9903564,493.7856445,1186.851196,1660.19043,Alaria praelonga,0.015688514,3,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_4,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box4.jpg,297.3252563,500.2120972,1174.200684,1656.925293,Egregia menziesii,0.779517114,4,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_4,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box4.jpg,297.3252563,500.2120972,1174.200684,1656.925293,Alaria marginata,0.057121884,4,Egregia menziesii
obs_102691691_photo_171703626,obs_102691691_photo_171703626_4,/share/ftrscape/image_dataset/obs_102691691_photo_171703626.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box4.jpg,297.3252563,500.2120972,1174.200684,1656.925293,Marginariella urvilliana,0.022880165,4,Egregia menziesii
