crop_file,crop_file_path,image_id,Falsely identified?,rank,box_num,species,User_classified,same_species?,My analysis,common_name,kingdom,user_kingdom,phylum,user_phylum,class,user_class,order,user_order,family,user_family,genus,user_genus,score,top_no,topk_predictions_json
obs_102691691_photo_171703626_box1.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,obs_102691691_photo_171703626,#N/A,1,1,Egregia menziesii,Egregia menziesii,TRUE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Lessoniaceae,Lessoniaceae,Egregia,Egregia,0.625257194,1,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.6252571940422058}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.10685877501964569}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.030739832669496536}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.02907681278884411}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.0287630632519722}]"
obs_102691691_photo_171703626_box1.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,obs_102691691_photo_171703626,#N/A,1,1,Alaria marginata,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.106858775,2,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.6252571940422058}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.10685877501964569}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.030739832669496536}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.02907681278884411}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.0287630632519722}]"
obs_102691691_photo_171703626_box1.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,obs_102691691_photo_171703626,#N/A,1,1,Alaria crispa,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.030739833,3,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.6252571940422058}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.10685877501964569}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.030739832669496536}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.02907681278884411}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.0287630632519722}]"
obs_102691691_photo_171703626_box1.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,obs_102691691_photo_171703626,#N/A,1,1,Alaria praelonga,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.029076813,4,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.6252571940422058}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.10685877501964569}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.030739832669496536}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.02907681278884411}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.0287630632519722}]"
obs_102691691_photo_171703626_box1.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box1.jpg,obs_102691691_photo_171703626,#N/A,1,1,Alaria nana,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.028763063,5,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.6252571940422058}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.10685877501964569}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.030739832669496536}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.02907681278884411}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.0287630632519722}]"
obs_102691691_photo_171703626_box2.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,obs_102691691_photo_171703626,#N/A,2,2,Egregia menziesii,Egregia menziesii,TRUE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Lessoniaceae,Lessoniaceae,Egregia,Egregia,0.531426966,1,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.5314269661903381}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12830471992492676}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.044044215232133865}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.03832705318927765}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.03494860231876373}]"
obs_102691691_photo_171703626_box2.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,obs_102691691_photo_171703626,#N/A,2,2,Alaria marginata,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.12830472,2,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.5314269661903381}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12830471992492676}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.044044215232133865}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.03832705318927765}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.03494860231876373}]"
obs_102691691_photo_171703626_box2.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,obs_102691691_photo_171703626,#N/A,2,2,Alaria nana,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.044044215,3,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.5314269661903381}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12830471992492676}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.044044215232133865}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.03832705318927765}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.03494860231876373}]"
obs_102691691_photo_171703626_box2.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,obs_102691691_photo_171703626,#N/A,2,2,Alaria crispa,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.038327053,4,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.5314269661903381}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12830471992492676}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.044044215232133865}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.03832705318927765}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.03494860231876373}]"
obs_102691691_photo_171703626_box2.jpg,/rs1/researchers/a/amallav/results/outputs_crop/obs_102691691_photo_171703626_box2.jpg,obs_102691691_photo_171703626,#N/A,2,2,Alaria praelonga,Egregia menziesii,FALSE,,,Chromista,Chromista,Ochrophyta,Ochrophyta,Phaeophyceae,Phaeophyceae,Laminariales,Laminariales,Alariaceae,Lessoniaceae,Alaria,Egregia,0.034948602,5,"[{""species"": ""Egregia menziesii"", ""common_name"": """", ""score"": 0.5314269661903381}, {""species"": ""Alaria marginata"", ""common_name"": """", ""score"": 0.12830471992492676}, {""species"": ""Alaria nana"", ""common_name"": """", ""score"": 0.044044215232133865}, {""species"": ""Alaria crispa"", ""common_name"": """", ""score"": 0.03832705318927765}, {""species"": ""Alaria praelonga"", ""common_name"": """", ""score"": 0.03494860231876373}]"
